NAME OF COMPANY,SYMBOL,Yahoo Ticker,IPO Year
Mahanagar Gas Limited,MGL,MGL.NS,2016
Mahalaxmi Rubtech Limited,MHLXMIRU,MHLXMIRU.NS,2022
Mahindra Holidays & Resorts India Limited,MHRIL,MHRIL.NS,2009
MIC Electronics Limited,MICEL,MICEL.NS,2021
Mishra Dhatu Nigam Limited,MIDHANI,MIDHANI.NS,2018
Midwest Limited,MIDWESTLTD,MIDWESTLTD.NS,2025
Minda Corporation Limited,MINDACORP,MINDACORP.NS,2014
Mindteck (India) Limited,MINDTECK,MINDTECK.NS,2016
MIRC Electronics Limited,MIRCELECTR,MIRCELECTR.NS,2004
Mirza International Limited,MIRZAINT,MIRZAINT.NS,1999
MITCON Consultancy & Engineering Services Limited,MITCON,MITCON.NS,2022
Mittal Life Style Limited,MITTAL,MITTAL.NS,2020
M K Proteins Limited,MKPL,MKPL.NS,2023
MM Forgings Limited,MMFL,MMFL.NS,2006
MMP Industries Limited,MMP,MMP.NS,2020
MMTC Limited,MMTC,MMTC.NS,2012
One Mobikwik Systems Limited,MOBIKWIK,MOBIKWIK.NS,2024
Modi Naturals Limited,MODINATUR,MODINATUR.NS,2025
Modi Rubber Limited,MODIRUBBER,MODIRUBBER.NS,1996
Modis Navnirman Limited,MODIS,MODIS.NS,2025
MODISON LIMITED,MODISONLTD,MODISONLTD.NS,2021
Modern Threads (India) Limited,MODTHREAD,MODTHREAD.NS,1995
Mohit Industries Limited,MOHITIND,MOHITIND.NS,2013
MOIL Limited,MOIL,MOIL.NS,2010
Moksh Ornaments Limited,MOKSH,MOKSH.NS,2021
Meghmani Organics Limited,MOL,MOL.NS,2021
Mold-Tek Technologies Limited,MOLDTECH,MOLDTECH.NS,2016
Mold-Tek Packaging Limited,MOLDTKPAC,MOLDTKPAC.NS,2015
Monarch Networth Capital Limited,MONARCH,MONARCH.NS,2022
Moneyboxx Finance Limited,MONEYBOXX,MONEYBOXX.NS,2025
Monte Carlo Fashions Limited,MONTECARLO,MONTECARLO.NS,2014
Morepen Laboratories Limited,MOREPENLAB,MOREPENLAB.NS,1999
Moschip Technologies Limited,MOSCHIP,MOSCHIP.NS,2025
Samvardhana Motherson International Limited,MOTHERSON,MOTHERSON.NS,1996
Motilal Oswal Financial Services Limited,MOTILALOFS,MOTILALOFS.NS,2007
Motisons Jewellers Limited,MOTISONS,MOTISONS.NS,2023
The Motor & General Finance Limited,MOTOGENFIN,MOTOGENFIN.NS,1995
MphasiS Limited,MPHASIS,MPHASIS.NS,2004
MPS Limited,MPSLTD,MPSLTD.NS,2002
MRF Limited,MRF,MRF.NS,1996
Mangalore Refinery and Petrochemicals Limited,MRPL,MRPL.NS,2005
MSP Steel & Power Limited,MSPL,MSPL.NS,2005
Mstc Limited,MSTCLTD,MSTCLTD.NS,2019
Motherson Sumi Wiring India Limited,MSUMI,MSUMI.NS,2022
Mtar Technologies Limited,MTARTECH,MTARTECH.NS,2021
MT Educare Limited,MTEDUCARE,MTEDUCARE.NS,2012
Mahanagar Telephone Nigam Limited,MTNL,MTNL.NS,1999
Mufin Green Finance Limited,MUFIN,MUFIN.NS,2023
Credo Brands Marketing Limited,MUFTI,MUFTI.NS,2023
Mukand Limited,MUKANDLTD,MUKANDLTD.NS,2004
Mukka Proteins Limited,MUKKA,MUKKA.NS,2024
Mukta Arts Limited,MUKTAARTS,MUKTAARTS.NS,2000
Munjal Auto Industries Limited,MUNJALAU,MUNJALAU.NS,2006
Munjal Showa Limited,MUNJALSHOW,MUNJALSHOW.NS,2003
Murudeshwar Ceramics Limited,MURUDCERA,MURUDCERA.NS,2004
Muthoot Capital Services Limited,MUTHOOTCAP,MUTHOOTCAP.NS,2015
Muthoot Finance Limited,MUTHOOTFIN,MUTHOOTFIN.NS,2011
Muthoot Microfin Limited,MUTHOOTMF,MUTHOOTMF.NS,2023
Manoj Vaibhav Gems N Jewellers Limited,MVGJL,MVGJL.NS,2023
Mangalam Worldwide Limited,MWL,MWL.NS,2025
NACL Industries Limited-RE,NACL-RE,NACL-RE.NS,2025
NACL Industries Limited,NACLIND,NACLIND.NS,2017
Nagarjuna Fertilizers and Chemicals Limited,NAGAFERT,NAGAFERT.NS,2016
Nagreeka Capital & Infrastructure Limited,NAGREEKCAP,NAGREEKCAP.NS,2007
Nagreeka Exports Limited,NAGREEKEXP,NAGREEKEXP.NS,2007
Nahar Capital and Financial Services Limited,NAHARCAP,NAHARCAP.NS,2008
Nahar Industrial Enterprises Limited,NAHARINDUS,NAHARINDUS.NS,2005
Nahar Poly Films Limited,NAHARPOLY,NAHARPOLY.NS,2007
Nahar Spinning Mills Limited,NAHARSPING,NAHARSPING.NS,2007
Nippon Life India Asset Management Limited,NAM-INDIA,NAM-INDIA.NS,2017
Narmada Agrobase Limited,NARMADA,NARMADA.NS,2022
Natural Capsules Limited,NATCAPSUQ,NATCAPSUQ.NS,2025
Natco Pharma Limited,NATCOPHARM,NATCOPHARM.NS,1995
Nath Bio-Genes (India) Limited,NATHBIOGEN,NATHBIOGEN.NS,2014
National Aluminium Company Limited,NATIONALUM,NATIONALUM.NS,1999
Info Edge (India) Limited,NAUKRI,NAUKRI.NS,2006
NAVA LIMITED,NAVA,NAVA.NS,1996
Navin Fluorine International Limited,NAVINFLUOR,NAVINFLUOR.NS,2007
Navkar Corporation Limited,NAVKARCORP,NAVKARCORP.NS,2015
Navkar Urbanstructure Limited,NAVKARURB,NAVKARURB.NS,2025
Navneet Education Limited,NAVNETEDUL,NAVNETEDUL.NS,1995
Nazara Technologies Limited,NAZARA,NAZARA.NS,2021
NBCC (India) Limited,NBCC,NBCC.NS,2012
N. B. I. Industrial Finance Company Limited,NBIFIN,NBIFIN.NS,2016
NCC Limited,NCC,NCC.NS,2003
NCL Industries Limited,NCLIND,NCLIND.NS,2007
Naga Dhunseri Group Limited,NDGL,NDGL.NS,2016
Nandan Denim Limited,NDL,NDL.NS,2012
NDL Ventures Limited,NDLVENTURE,NDLVENTURE.NS,2007
Ndr Auto Components Limited,NDRAUTO,NDRAUTO.NS,2020
New Delhi Television Limited,NDTV,NDTV.NS,2004
North Eastern Carrying Corporation Limited,NECCLTD,NECCLTD.NS,2016
Nectar Lifesciences Limited,NECLIFE,NECLIFE.NS,2005
Nelcast Limited,NELCAST,NELCAST.NS,2007
NELCO Limited,NELCO,NELCO.NS,2003
Neogen Chemicals Limited,NEOGEN,NEOGEN.NS,2019
Nephrocare Health Services Limited,NEPHROPLUS,NEPHROPLUS.NS,2025
Nesco Limited,NESCO,NESCO.NS,2008
Nestle India Limited,NESTLEIND,NESTLEIND.NS,2023
Netweb Technologies India Limited,NETWEB,NETWEB.NS,2023
Network18 Media & Investments Limited,NETWORK18,NETWORK18.NS,2007
Neuland Laboratories Limited,NEULANDLAB,NEULANDLAB.NS,2008
Newgen Software Technologies Limited,NEWGEN,NEWGEN.NS,2018
Next Mediaworks Limited,NEXTMEDIA,NEXTMEDIA.NS,2001
National Fertilizers Limited,NFL,NFL.NS,2006
Nakoda Group of Industries Limited,NGIL,NGIL.NS,2021
NGL Fine-Chem Limited,NGLFINE,NGLFINE.NS,2022
Narayana Hrudayalaya Ltd.,NH,NH.NS,2016
NHPC Limited,NHPC,NHPC.NS,2009
The New India Assurance Company Limited,NIACL,NIACL.NS,2017
NIBE Limited,NIBE,NIBE.NS,2025
NRB Industrial Bearings Limited,NIBL,NIBL.NS,2013
NIIT Limited,NIITLTD,NIITLTD.NS,2004
NIIT Learning Systems Limited,NIITMTS,NIITMTS.NS,2023
Nila Infrastructures Limited,NILAINFRA,NILAINFRA.NS,2015
Nila Spaces Limited,NILASPACES,NILASPACES.NS,2018
Nilkamal Limited,NILKAMAL,NILKAMAL.NS,1995
NINtec Systems Limited,NINSYS,NINSYS.NS,2023
Indo-National Limited,NIPPOBATRY,NIPPOBATRY.NS,1999
Niraj Cement Structurals Limited,NIRAJ,NIRAJ.NS,2020
Niraj Ispat Industries Limited,NIRAJISPAT,NIRAJISPAT.NS,2016
Nitco Limited,NITCO,NITCO.NS,2006
Nitin Spinners Limited,NITINSPIN,NITINSPIN.NS,2006
Nitiraj Engineers Limited,NITIRAJ,NITIRAJ.NS,2021
Niva Bupa Health Insurance Company Limited,NIVABUPA,NIVABUPA.NS,2024
NK Industries Limited,NKIND,NKIND.NS,1995
NLC India Limited,NLCINDIA,NLCINDIA.NS,2000
NMDC Limited,NMDC,NMDC.NS,2008
NOCIL Limited,NOCIL,NOCIL.NS,1996
Noida Toll Bridge Company Limited,NOIDATOLL,NOIDATOLL.NS,2002
Norben Tea & Exports Limited,NORBTEAEXP,NORBTEAEXP.NS,1996
Northern Arc Capital Limited,NORTHARC,NORTHARC.NS,2024
Nova Agritech Limited,NOVAAGRI,NOVAAGRI.NS,2024
Network People Services Technologies Limited,NPST,NPST.NS,2025
N R Agarwal Industries Limited,NRAIL,NRAIL.NS,2017
NRB Bearing Limited,NRBBEARING,NRBBEARING.NS,2000
Nupur Recyclers Limited,NRL,NRL.NS,2023
Nalwa Sons Investments Limited,NSIL,NSIL.NS,2003
NMDC Steel Limited,NSLNISP,NSLNISP.NS,2023
NTPC Limited,NTPC,NTPC.NS,2004
NTPC Green Energy Limited,NTPCGREEN,NTPCGREEN.NS,2024
Nucleus Software Exports Limited,NUCLEUS,NUCLEUS.NS,2002
Nureca Limited,NURECA,NURECA.NS,2021
Nuvama Wealth Management Limited,NUVAMA,NUVAMA.NS,2023
Nuvoco Vistas Corporation Limited,NUVOCO,NUVOCO.NS,2021
FSN E-Commerce Ventures Limited,NYKAA,NYKAA.NS,2021
Oriental Aromatics Limited,OAL,OAL.NS,2019
Orissa Bengal Carrier Limited,OBCL,OBCL.NS,2022
Oberoi Realty Limited,OBEROIRLTY,OBEROIRLTY.NS,2010
OCCL Limited,OCCLLTD,OCCLLTD.NS,2024
Odigma Consultancy Solutions Limited,ODIGMA,ODIGMA.NS,2024
Oracle Financial Services Software Limited,OFSS,OFSS.NS,2002
Oil India Limited,OIL,OIL.NS,2009
Oil Country Tubular Limited,OILCOUNTUB,OILCOUNTUB.NS,1995
Ola Electric Mobility Limited,OLAELEC,OLAELEC.NS,2024
Olectra Greentech Limited,OLECTRA,OLECTRA.NS,2002
Omax Autos Limited,OMAXAUTO,OMAXAUTO.NS,2003
Omaxe Limited,OMAXE,OMAXE.NS,2007
Om Freight Forwarders Limited,OMFREIGHT,OMFREIGHT.NS,2025
OM INFRA LIMITED,OMINFRAL,OMINFRAL.NS,2011
Omkar Speciality Chemicals Limited,OMKARCHEM,OMKARCHEM.NS,2011
Onelife Capital Advisors Limited,ONELIFECAP,ONELIFECAP.NS,2011
One Point One Solutions Limited,ONEPOINT,ONEPOINT.NS,2019
Onesource Specialty Pharma Limited,ONESOURCE,ONESOURCE.NS,2025
Oil & Natural Gas Corporation Limited,ONGC,ONGC.NS,1995
OnMobile Global Limited,ONMOBILE,ONMOBILE.NS,2008
Onward Technologies Limited,ONWARDTEC,ONWARDTEC.NS,2001
Optiemus Infracom Limited,OPTIEMUS,OPTIEMUS.NS,2017
Orbit Exports Limited,ORBTEXP,ORBTEXP.NS,2013
Orchasp Limited,ORCHASP,ORCHASP.NS,2025
Orchid Pharma Limited,ORCHPHARMA,ORCHPHARMA.NS,2020
Oricon Enterprises Limited,ORICONENT,ORICONENT.NS,2015
Oriental Trimex Limited,ORIENTALTL,ORIENTALTL.NS,2007
Orient Bell Limited,ORIENTBELL,ORIENTBELL.NS,2007
Orient Cement Limited,ORIENTCEM,ORIENTCEM.NS,2013
ORIENT CERATECH LIMITED,ORIENTCER,ORIENTCER.NS,2005
Orient Electric Limited,ORIENTELEC,ORIENTELEC.NS,2018
Oriental Hotels Limited,ORIENTHOT,ORIENTHOT.NS,1998
Orient Press Limited,ORIENTLTD,ORIENTLTD.NS,2010
Orient Paper & Industries Limited,ORIENTPPR,ORIENTPPR.NS,1995
Orient Technologies Limited,ORIENTTECH,ORIENTTECH.NS,2024
The Orissa Minerals Development Company Limited,ORISSAMINE,ORISSAMINE.NS,2010
Orkla India Limited,ORKLAINDIA,ORKLAINDIA.NS,2025
ORTIN GLOBAL LIMITED,ORTINGLOBE,ORTINGLOBE.NS,2021
Osia Hyper Retail Limited,OSIAHYPER,OSIAHYPER.NS,2022
Oswal Agro Mills Limited,OSWALAGRO,OSWALAGRO.NS,1995
Oswal Greentech Limited,OSWALGREEN,OSWALGREEN.NS,1996
Oswal Pumps Limited,OSWALPUMPS,OSWALPUMPS.NS,2025
ShreeOswal Seeds And Chemicals Limited,OSWALSEEDS,OSWALSEEDS.NS,2023
Pace Digitek Limited,PACEDIGITK,PACEDIGITK.NS,2025
Page Industries Limited,PAGEIND,PAGEIND.NS,2007
Paisalo Digital Limited,PAISALO,PAISALO.NS,2011
PAKKA LIMITED,PAKKA,PAKKA.NS,2023
Palash Securities Limited,PALASHSECU,PALASHSECU.NS,2017
Palred Technologies Limited,PALREDTEC,PALREDTEC.NS,2016
Panacea Biotec Limited,PANACEABIO,PANACEABIO.NS,1996
Panache Digilife Limited,PANACHE,PANACHE.NS,2020
Panama Petrochem Limited,PANAMAPET,PANAMAPET.NS,2011
Pansari Developers Limited,PANSARI,PANSARI.NS,2021
Par Drugs And Chemicals Limited,PAR,PAR.NS,2021
Paramount Communications Limited,PARACABLES,PARACABLES.NS,2007
Paradeep Phosphates Limited,PARADEEP,PARADEEP.NS,2022
Parag Milk Foods Limited,PARAGMILK,PARAGMILK.NS,2016
Paras Defence and Space Technologies Limited,PARAS,PARAS.NS,2021
Paras Petrofils Limited,PARASPETRO,PARASPETRO.NS,1996
Park Medi World Limited,PARKHOSPS,PARKHOSPS.NS,2025
Apeejay Surrendra Park Hotels Limited,PARKHOTELS,PARKHOTELS.NS,2024
Parsvnath Developers Limited,PARSVNATH,PARSVNATH.NS,2006
Pashupati Cotspin Limited,PASHUPATI,PASHUPATI.NS,2025
Pasupati Acrylon Limited,PASUPTAC,PASUPTAC.NS,2021
Patanjali Foods Limited,PATANJALI,PATANJALI.NS,2020
Patel Engineering Limited,PATELENG,PATELENG.NS,2005
Patel Retail Limited,PATELRMART,PATELRMART.NS,2025
Patel Integrated Logistics Limited,PATINTLOG,PATINTLOG.NS,2008
Paushak Limited,PAUSHAKLTD,PAUSHAKLTD.NS,2025
Pavna Industries Limited,PAVNAIND,PAVNAIND.NS,2023
One 97 Communications Limited,PAYTM,PAYTM.NS,2021
PCBL Chemical Limited,PCBL,PCBL.NS,1995
PC Jeweller Limited,PCJEWELLER,PCJEWELLER.NS,2012
Pudumjee Paper Products Limited,PDMJEPAPER,PDMJEPAPER.NS,2016
PDS Limited,PDSL,PDSL.NS,2014
Pearl Polymers Limited,PEARLPOLY,PEARLPOLY.NS,1995
Pennar Industries Limited,PENIND,PENIND.NS,2010
Peninsula Land Limited,PENINLAND,PENINLAND.NS,1995
Persistent Systems Limited,PERSISTENT,PERSISTENT.NS,2010
Petronet LNG Limited,PETRONET,PETRONET.NS,2004
Power Finance Corporation Limited,PFC,PFC.NS,2007
Pfizer Limited,PFIZER,PFIZER.NS,1999
Prime Focus Limited,PFOCUS,PFOCUS.NS,2006
PTC India Financial Services Limited,PFS,PFS.NS,2011
PG Electroplast Limited,PGEL,PGEL.NS,2011
Procter & Gamble Hygiene and Health Care Limited,PGHH,PGHH.NS,2004
Procter & Gamble Health Limited,PGHL,PGHL.NS,1996
Pearl Global Industries Limited,PGIL,PGIL.NS,2007
The Phoenix Mills Limited,PHOENIXLTD,PHOENIXLTD.NS,2007
Piccadily Agro Industries Limited,PICCADIL,PICCADIL.NS,2025
Pidilite Industries Limited,PIDILITIND,PIDILITIND.NS,1995
Power & Instrumentation (Gujarat) Limited,PIGL,PIGL.NS,2023
PI Industries Limited,PIIND,PIIND.NS,2011
Pilani Investment and Industries Corporation Limited,PILANIINVS,PILANIINVS.NS,2015
PIL ITALICA LIFESTYLE LIMITED,PILITA,PILITA.NS,2013
Pine Labs Limited,PINELABS,PINELABS.NS,2025
Pioneer Embroideries Limited,PIONEEREMB,PIONEEREMB.NS,2006
Piramal Finance Limited,PIRAMALFIN,PIRAMALFIN.NS,2025
Pitti Engineering Limited,PITTIENG,PITTIENG.NS,2007
Pix Transmissions Limited,PIXTRANS,PIXTRANS.NS,2022
The Peria Karamalai Tea & Produce Company Limited,PKTEA,PKTEA.NS,2015
Plastiblends India Limited,PLASTIBLEN,PLASTIBLEN.NS,2006
Platinum Industries Limited,PLATIND,PLATIND.NS,2024
Plaza Wires Limited,PLAZACABLE,PLAZACABLE.NS,2023
Punjab National Bank,PNB,PNB.NS,2002
PNB Gilts Limited,PNBGILTS,PNBGILTS.NS,2000
PNB Housing Finance Limited,PNBHOUSING,PNBHOUSING.NS,2016
Pritish Nandy Communications Limited,PNC,PNC.NS,2000
PNC Infratech Limited,PNCINFRA,PNCINFRA.NS,2015
P N Gadgil Jewellers Limited,PNGJL,PNGJL.NS,2024
Pondy Oxides & Chemicals Limited,POCL,POCL.NS,2023
Poddar Pigments Limited,PODDARMENT,PODDARMENT.NS,2016
Pokarna Limited,POKARNA,POKARNA.NS,2016
PB Fintech Limited,POLICYBZR,POLICYBZR.NS,2021
Polycab India Limited,POLYCAB,POLYCAB.NS,2019
Poly Medicure Limited,POLYMED,POLYMED.NS,2011
Polyplex Corporation Limited,POLYPLEX,POLYPLEX.NS,2003
Ponni Sugars (Erode) Limited,PONNIERODE,PONNIERODE.NS,2002
Poonawalla Fincorp Limited,POONAWALLA,POONAWALLA.NS,2004
Power Grid Corporation of India Limited,POWERGRID,POWERGRID.NS,2007
Hitachi Energy India Limited,POWERINDIA,POWERINDIA.NS,2020
Power Mech Projects Limited,POWERMECH,POWERMECH.NS,2015
PPAP Automotive Limited,PPAP,PPAP.NS,2008
Prakash Pipes Limited,PPL,PPL.NS,2019
Piramal Pharma Limited,PPLPHARMA,PPLPHARMA.NS,2022
Prabha Energy Limited,PRABHA,PRABHA.NS,2025
Prajay Engineers Syndicate Limited,PRAENG,PRAENG.NS,2007
Praj Industries Limited,PRAJIND,PRAJIND.NS,1995
Prakash Industries Limited,PRAKASH,PRAKASH.NS,1995
Prakash Steelage Limited,PRAKASHSTL,PRAKASHSTL.NS,2010
Praxis Home Retail Limited,PRAXIS,PRAXIS.NS,2018
Precision Camshafts Limited,PRECAM,PRECAM.NS,2016
Precot Limited,PRECOT,PRECOT.NS,2005
Precision Wires India Limited,PRECWIRE,PRECWIRE.NS,1995
Premier Explosives Limited,PREMEXPLN,PREMEXPLN.NS,2016
Premier Limited,PREMIER,PREMIER.NS,1996
Premier Energies Limited,PREMIERENE,PREMIERENE.NS,2024
Premier Polyfilm Limited,PREMIERPOL,PREMIERPOL.NS,1995
Prestige Estates Projects Limited,PRESTIGE,PRESTIGE.NS,2010
Pricol Limited,PRICOLLTD,PRICOLLTD.NS,2017
Prime Securities Limited,PRIMESECU,PRIMESECU.NS,2005
Primo Chemicals Limited,PRIMO,PRIMO.NS,2025
Prince Pipes And Fittings Limited,PRINCEPIPE,PRINCEPIPE.NS,2019
Priti International Limited,PRITI,PRITI.NS,2022
Pritika Auto Industries Limited,PRITIKAUTO,PRITIKAUTO.NS,2021
Privi Speciality Chemicals Limited,PRIVISCL,PRIVISCL.NS,2015
Prostarm Info Systems Limited,PROSTARM,PROSTARM.NS,2025
Protean eGov Technologies Limited,PROTEAN,PROTEAN.NS,2025
Prozone Realty Limited,PROZONER,PROZONER.NS,2012
Prism Johnson Limited,PRSMJOHNSN,PRSMJOHNSN.NS,2003
Prudent Corporate Advisory Services Limited,PRUDENT,PRUDENT.NS,2022
Prudential Sugar Corporation Limited,PRUDMOULI,PRUDMOULI.NS,1995
Punjab & Sind Bank,PSB,PSB.NS,2010
PSP Projects Limited,PSPPROJECT,PSPPROJECT.NS,2017
PTC India Limited,PTC,PTC.NS,2004
PTC Industries Limited,PTCIL,PTCIL.NS,2023
PTL Enterprises Limited,PTL,PTL.NS,2007
Punjab Chemicals & Crop Protection Limited,PUNJABCHEM,PUNJABCHEM.NS,2007
Puravankara Limited,PURVA,PURVA.NS,2007
PVP Ventures Limited,PVP,PVP.NS,1996
PVR INOX Limited,PVRINOX,PVRINOX.NS,2006
Popular Vehicles and Services Limited,PVSL,PVSL.NS,2024
Physicswallah Limited,PWL,PWL.NS,2025
Pyramid Technoplast Limited,PYRAMID,PYRAMID.NS,2023
Quality Power Electrical Equipments Limited,QPOWER,QPOWER.NS,2025
Quadrant Future Tek Limited,QUADFUTURE,QUADFUTURE.NS,2025
Quess Corp Limited,QUESS,QUESS.NS,2016
Quick Heal Technologies Limited,QUICKHEAL,QUICKHEAL.NS,2016
Race Eco Chain Limited,RACE,RACE.NS,2023
RACL Geartech Limited,RACLGEAR,RACLGEAR.NS,2024
Radaan Mediaworks India Limited,RADAAN,RADAAN.NS,2003
Radhika Jeweltech Limited,RADHIKAJWE,RADHIKAJWE.NS,2022
Radiant Cash Management Services Limited,RADIANTCMS,RADIANTCMS.NS,2023
Radico Khaitan Limited,RADICO,RADICO.NS,2003
Music Broadcast Limited,RADIOCITY,RADIOCITY.NS,2017
Railtel Corporation Of India Limited,RAILTEL,RAILTEL.NS,2021
Rain Industries Limited,RAIN,RAIN.NS,2008
Rainbow Childrens Medicare Limited,RAINBOW,RAINBOW.NS,2022
Rajesh Exports Limited,RAJESHEXPO,RAJESHEXPO.NS,2000
Rajnandini Metal Limited,RAJMET,RAJMET.NS,2021
Rajoo Engineers Limited,RAJOOENG,RAJOOENG.NS,2025
Rajratan Global Wire Limited,RAJRATAN,RAJRATAN.NS,2020
Raj Rayon Industries Limited,RAJRILTD,RAJRILTD.NS,2022
Rajshree Sugars & Chemicals Limited,RAJSREESUG,RAJSREESUG.NS,1995
Raj Television Network Limited,RAJTV,RAJTV.NS,2007
Rallis India Limited,RALLIS,RALLIS.NS,1999
Shree Rama Newsprint Limited,RAMANEWS,RAMANEWS.NS,2006
Rama Phosphates Limited,RAMAPHO,RAMAPHO.NS,2022
Rama Steel Tubes Limited,RAMASTEEL,RAMASTEEL.NS,2015
The Ramco Cements Limited,RAMCOCEM,RAMCOCEM.NS,1997
Ramco Industries Limited,RAMCOIND,RAMCOIND.NS,1996
Ramco Systems Limited,RAMCOSYS,RAMCOSYS.NS,2000
Ramky Infrastructure Limited,RAMKY,RAMKY.NS,2010
Ram Ratna Wires Limited,RAMRAT,RAMRAT.NS,2022
Rana Sugars Limited,RANASUG,RANASUG.NS,2005
Rane Holdings Limited,RANEHOLDIN,RANEHOLDIN.NS,1997
Rategain Travel Technologies Limited,RATEGAIN,RATEGAIN.NS,2021
Ratnamani Metals & Tubes Limited,RATNAMANI,RATNAMANI.NS,2006
Ratnaveer Precision Engineering Limited,RATNAVEER,RATNAVEER.NS,2023
Raymond Limited,RAYMOND,RAYMOND.NS,1995
Raymond Lifestyle Limited,RAYMONDLSL,RAYMONDLSL.NS,2024
Raymond Realty Limited,RAYMONDREL,RAYMONDREL.NS,2025
Restaurant Brands Asia Limited,RBA,RBA.NS,2020
RBL Bank Limited,RBLBANK,RBLBANK.NS,2016
RBZ Jewellers Limited,RBZJEWEL,RBZJEWEL.NS,2023
Rashtriya Chemicals and Fertilizers Limited,RCF,RCF.NS,1998
Reliance Communications Limited,RCOM,RCOM.NS,2006
REC Limited,RECLTD,RECLTD.NS,2008
Redington Limited,REDINGTON,REDINGTON.NS,2007
Redtape Limited,REDTAPE,REDTAPE.NS,2023
Refex Industries Limited,REFEX,REFEX.NS,2009
Regaal Resources Limited,REGAAL,REGAAL.NS,2025
Regency Ceramics Limited,REGENCERAM,REGENCERAM.NS,1996
Relaxo Footwears Limited,RELAXO,RELAXO.NS,2011
Reliance Chemotex Industries Limited,RELCHEMQ,RELCHEMQ.NS,2022
Reliable Data Services Limited,RELIABLE,RELIABLE.NS,2024
Reliance Industries Limited,RELIANCE,RELIANCE.NS,1995
Religare Enterprises Limited,RELIGARE,RELIGARE.NS,2007
Reliance Infrastructure Limited,RELINFRA,RELINFRA.NS,1995
Ravindra Energy Limited,RELTD,RELTD.NS,2024
Remsons Industries Limited,REMSONSIND,REMSONSIND.NS,1996
Shree Renuka Sugars Limited,RENUKA,RENUKA.NS,2005
Repco Home Finance Limited,REPCOHOME,REPCOHOME.NS,2013
Rudrabhishek Enterprises Limited,REPL,REPL.NS,2020
Repro India Limited,REPRO,REPRO.NS,2005
Responsive Industries Limited,RESPONIND,RESPONIND.NS,2010
JHS Svendgaard Retail Ventures Limited,RETAIL,RETAIL.NS,2024
Renaissance Global Limited,RGL,RGL.NS,2007
Rhetan TMT Limited,RHETAN,RHETAN.NS,2025
Reliance Home Finance Limited,RHFL,RHFL.NS,2017
RHI MAGNESITA INDIA LIMITED,RHIM,RHIM.NS,2012
Robust Hotels Limited,RHL,RHL.NS,2023
Rico Auto Industries Limited,RICOAUTO,RICOAUTO.NS,2003
Reliance Industrial Infrastructure Limited,RIIL,RIIL.NS,1995
Rishabh Instruments Limited,RISHABH,RISHABH.NS,2023
Ritco Logistics Limited,RITCO,RITCO.NS,2022
RITES Limited,RITES,RITES.NS,2018
Ravi Kumar Distilleries Limited,RKDL,RKDL.NS,2010
RKEC Projects Limited,RKEC,RKEC.NS,2020
Ramkrishna Forgings Limited,RKFORGE,RKFORGE.NS,2004
R K Swamy Limited,RKSWAMY,RKSWAMY.NS,2024
R M Drip and Sprinklers Systems Limited,RMDRIP,RMDRIP.NS,2025
Rane (Madras) Limited,RML,RML.NS,2005
R&B Denims Limited,RNBDENIMS,RNBDENIMS.NS,2025
Royal Orchid Hotels Limited,ROHLTD,ROHLTD.NS,2006
Rolex Rings Limited,ROLEXRINGS,ROLEXRINGS.NS,2021
Rollatainers Limited,ROLLT,ROLLT.NS,2016
Raj Oil Mills Limited,ROML,ROML.NS,2020
Rossari Biotech Limited,ROSSARI,ROSSARI.NS,2020
Rossell India Limited,ROSSELLIND,ROSSELLIND.NS,2012
Rossell Techsys Limited,ROSSTECH,ROSSTECH.NS,2024
Roto Pumps Limited,ROTO,ROTO.NS,2022
ROUTE MOBILE LIMITED,ROUTE,ROUTE.NS,2020
Raghav Productivity Enhancers Limited,RPEL,RPEL.NS,2024
RPG Life Sciences Limited,RPGLIFE,RPGLIFE.NS,2008
Reliance Power Limited,RPOWER,RPOWER.NS,2008
R.P.P. Infra Projects Limited,RPPINFRA,RPPINFRA.NS,2010
Rajshree Polypack Limited,RPPL,RPPL.NS,2021
RPSG VENTURES LIMITED,RPSGVENT,RPSGVENT.NS,2019
Rashi Peripherals Limited,RPTECH,RPTECH.NS,2024
R R Kabel Limited,RRKABEL,RRKABEL.NS,2023
R. S. Software (India) Limited,RSSOFTWARE,RSSOFTWARE.NS,1999
RSWM Limited,RSWM,RSWM.NS,1995
R Systems International Limited,RSYSTEMS,RSYSTEMS.NS,2006
RattanIndia Enterprises Limited,RTNINDIA,RTNINDIA.NS,2012
RattanIndia Power Limited,RTNPOWER,RTNPOWER.NS,2009
Rubfila International Limited,RUBFILA,RUBFILA.NS,2024
Rubicon Research Limited,RUBICON,RUBICON.NS,2025
The Ruby Mills Limited,RUBYMILLS,RUBYMILLS.NS,1995
Ruchi Infrastructure Limited,RUCHINFRA,RUCHINFRA.NS,1996
Ruchira Papers Limited,RUCHIRA,RUCHIRA.NS,2006
Rudra Global Infra Products Limited,RUDRA,RUDRA.NS,2025
Rupa & Company Limited,RUPA,RUPA.NS,2011
Rushil Decor Limited,RUSHIL,RUSHIL.NS,2011
Keystone Realtors Limited,RUSTOMJEE,RUSTOMJEE.NS,2022
Ravinder Heights Limited,RVHL,RVHL.NS,2020
Rail Vikas Nigam Limited,RVNL,RVNL.NS,2019
Revathi Equipment India Limited,RVTH,RVTH.NS,2024
